"Redes de ensino inabilitadas à complementação VAAR 2025 pelo não cumprimento de condicionalidades de melhoria de gestão previstas no art. 14, § 1º, incisos I a V, da Lei nº 14.113/2020, ou por não terem alcançado evolução em indicadores de
atendimento e de melhoria da aprendizagem com redução das desigualdades previstos no art. 14, § 2º da Lei nº 14.113/2020",,,
UF,Ente Federado,Código IBGE,Motivo
PR,FRANCISCO ALVES,4108320,"Não cumprimento do disposto no art. 14, § 1º, III da Lei nº 14113/2020"
PR,GOIOERE,4108601,"Não cumprimento do disposto no art. 14, § 1º, III da Lei nº 14113/2020"
PR,GRANDES RIOS,4108700,"Não cumprimento do disposto no art. 14, § 1º, III da Lei nº 14113/2020"
PR,GUAPIRAMA,4109005,"Não cumprimento do disposto no art. 14, § 1º, III da Lei nº 14113/2020"
PR,GUAPOREMA,4109104,"Não cumprimento do disposto no art. 14, § 1º, III da Lei nº 14113/2020"
PR,GUARACI,4109203,"Não cumprimento do disposto no art. 14, § 1º, I e III da Lei nº 14113/2020"
PR,GUARANIACU,4109302,"Não cumprimento do disposto no art. 14, § 1º, III da Lei nº 14113/2020"
PR,GUARAPUAVA,4109401,"Não cumprimento do disposto no art. 14, § 1º, III da Lei nº 14113/2020"
PR,GUARAQUECABA,4109500,"Não cumprimento do disposto no art. 14, § 1º, I e III da Lei nº 14113/2020"
PR,GUARATUBA,4109609,"Não cumprimento do disposto no art. 14, § 1º, III da Lei nº 14113/2020"
PR,IBEMA,4109757,"Não cumprimento do disposto no art. 14, § 1º, I, II e V da Lei nº 14113/2020"
PR,IBIPORA,4109807,"Não cumprimento do disposto no art. 14, § 1º, III da Lei nº 14113/2020"
PR,ICARAIMA,4109906,"Não cumprimento do disposto no art. 14, § 1º, III da Lei nº 14113/2020"
PR,INACIO MARTINS,4110201,"Não cumprimento do disposto no art. 14, § 1º, III da Lei nº 14113/2020"
PR,ITAGUAJE,4110904,"Não cumprimento do disposto no art. 14, § 1º, III da Lei nº 14113/2020"
PR,ITAIPULANDIA,4110953,"Não cumprimento do disposto no art. 14, § 1º, III da Lei nº 14113/2020"
PR,ITAMBARACA,4111001,"Não cumprimento do disposto no art. 14, § 1º, III da Lei nº 14113/2020"
PR,ITAPEJARA DOESTE,4111209,"Não cumprimento do disposto no art. 14, § 1º, III da Lei nº 14113/2020"
PR,IVATE,4111555,"Não cumprimento do disposto no art. 14, § 1º, III da Lei nº 14113/2020"
PR,JACAREZINHO,4111803,"Não cumprimento do disposto no art. 14, § 1º, III da Lei nº 14113/2020"
PR,JAGUAPITA,4111902,"Não cumprimento do disposto no art. 14, § 1º, III da Lei nº 14113/2020"
PR,JANDAIA DO SUL,4112108,"Não cumprimento do disposto no art. 14, § 1º, III da Lei nº 14113/2020"
PR,JARDIM ALEGRE,4112504,"Não cumprimento do disposto no art. 14, § 1º, III da Lei nº 14113/2020"
PR,JARDIM OLINDA,4112603,"Não cumprimento do disposto no art. 14, § 1º, I e V da Lei nº 14113/2020"
PR,LARANJEIRAS DO SUL,4113304,"Não cumprimento do disposto no art. 14, § 1º, III da Lei nº 14113/2020"
PR,LIDIANOPOLIS,4113429,"Não cumprimento do disposto no art. 14, § 1º, I da Lei nº 14113/2020"
PR,LOANDA,4113502,"Não cumprimento do disposto no art. 14, § 1º, III da Lei nº 14113/2020"
PR,LONDRINA,4113700,"Não cumprimento do disposto no art. 14, § 1º, III da Lei nº 14113/2020"
PR,LUPIONOPOLIS,4113809,"Não cumprimento do disposto no art. 14, § 1º, I e V da Lei nº 14113/2020"
PR,MANDAGUACU,4114104,"Não cumprimento do disposto no art. 14, § 1º, III da Lei nº 14113/2020"
PR,MANDIRITUBA,4114302,"Não cumprimento do disposto no art. 14, § 1º, III da Lei nº 14113/2020"
PR,MANFRINOPOLIS,4114351,"Não cumprimento do disposto no art. 14, § 1º, III da Lei nº 14113/2020"
PR,MANOEL RIBAS,4114500,"Não cumprimento do disposto no art. 14, § 1º, III da Lei nº 14113/2020"
PR,MARIALVA,4114807,"Não cumprimento do disposto no art. 14, § 1º, III da Lei nº 14113/2020"
PR,MARILANDIA DO SUL,4114906,"Não cumprimento do disposto no art. 14, § 1º, III da Lei nº 14113/2020"
PR,MARINGA,4115200,"Não cumprimento do disposto no art. 14, § 1º, III da Lei nº 14113/2020"
PR,MARIOPOLIS,4115309,"Não cumprimento do disposto no art. 14, § 1º, III da Lei nº 14113/2020"
PR,MEDIANEIRA,4115804,"Não cumprimento do disposto no art. 14, § 1º, III da Lei nº 14113/2020"
PR,NOVA ALIANCA DO IVAI,4116505,"Não cumprimento do disposto no art. 14, § 1º, III da Lei nº 14113/2020"
PR,NOVA AMERICA DA COLINA,4116604,"Não cumprimento do disposto no art. 14, § 1º, III da Lei nº 14113/2020"
PR,NOVA AURORA,4116703,"Não cumprimento do disposto no art. 14, § 1º, III da Lei nº 14113/2020"
PR,NOVA ESPERANCA,4116901,"Não cumprimento do disposto no art. 14, § 1º, III da Lei nº 14113/2020"
PR,NOVA SANTA ROSA,4117222,"Não cumprimento do disposto no art. 14, § 1º, III da Lei nº 14113/2020"
PR,PAICANDU,4117503,"Não cumprimento do disposto no art. 14, § 1º, III da Lei nº 14113/2020"
PR,PALMEIRA,4117701,"Não cumprimento do disposto no art. 14, § 1º, III da Lei nº 14113/2020"
PR,PALMITAL,4117800,"Não cumprimento do disposto no art. 14, § 1º, III da Lei nº 14113/2020"
PR,PARANAGUA,4118204,"Não cumprimento do disposto no art. 14, § 1º, III da Lei nº 14113/2020"
PR,PATO BRANCO,4118501,"Não cumprimento do disposto no art. 14, § 1º, III da Lei nº 14113/2020"
PR,PAULA FREITAS,4118600,"Não cumprimento do disposto no art. 14, § 1º, I da Lei nº 14113/2020"
PR,PEROLA,4118907,"Não cumprimento do disposto no art. 14, § 1º, III da Lei nº 14113/2020"
PR,PIEN,4119103,"Não cumprimento do disposto no art. 14, § 1º, III da Lei nº 14113/2020"
PR,PINHAIS,4119152,"Não cumprimento do disposto no art. 14, § 1º, III da Lei nº 14113/2020"
PR,PINHAL DE SAO BENTO,4119251,"Não cumprimento do disposto no art. 14, § 1º, III da Lei nº 14113/2020"
PR,PINHALAO,4119202,"Não cumprimento do disposto no art. 14, § 1º, III da Lei nº 14113/2020"
PR,PIRAQUARA,4119509,"Não cumprimento do disposto no art. 14, § 1º, III da Lei nº 14113/2020"
PR,PITANGUEIRAS,4119657,"Não cumprimento do disposto no art. 14, § 1º, III da Lei nº 14113/2020"
PR,PLANALTINA DO PARANA,4119707,"Não cumprimento do disposto no art. 14, § 1º, I e III da Lei nº 14113/2020"
PR,PLANALTO,4119806,"Não cumprimento do disposto no art. 14, § 1º, III da Lei nº 14113/2020"
PR,PONTAL DO PARANA,4119954,Não apresentou melhoria em nenhum dos indicadores de atendimento e de melhoria da aprendizagem com redução das desigualdades.
PR,PORECATU,4120002,"Não cumprimento do disposto no art. 14, § 1º, III da Lei nº 14113/2020"
PR,PORTO AMAZONAS,4120101,Não apresentou melhoria em nenhum dos indicadores de atendimento e de melhoria da aprendizagem com redução das desigualdades.
PR,PORTO BARREIRO,4120150,"Não cumprimento do disposto no art. 14, § 1º, I da Lei nº 14113/2020"
PR,PORTO RICO,4120200,"Não cumprimento do disposto no art. 14, § 1º, III da Lei nº 14113/2020"
PR,PRANCHITA,4120358,"Não cumprimento do disposto no art. 14, § 1º, III da Lei nº 14113/2020"
PR,PRESIDENTE CASTELO BRANCO,4120408,"Não cumprimento do disposto no art. 14, § 1º, III da Lei nº 14113/2020"
PR,PRUDENTOPOLIS,4120606,"Não cumprimento do disposto no art. 14, § 1º, III da Lei nº 14113/2020"
PR,QUARTO CENTENARIO,4120655,"Não cumprimento do disposto no art. 14, § 1º, III da Lei nº 14113/2020"
PR,QUATIGUA,4120705,"Não cumprimento do disposto no art. 14, § 1º, I da Lei nº 14113/2020"
PR,QUERENCIA DO NORTE,4121000,"Não cumprimento do disposto no art. 14, § 1º, III da Lei nº 14113/2020"
PR,QUINTA DO SOL,4121109,"Não cumprimento do disposto no art. 14, § 1º, III da Lei nº 14113/2020"
PR,QUITANDINHA,4121208,"Não cumprimento do disposto no art. 14, § 1º, III da Lei nº 14113/2020"
PR,RAMILANDIA,4121257,"Não cumprimento do disposto no art. 14, § 1º, I da Lei nº 14113/2020"
PR,RANCHO ALEGRE,4121307,"Não cumprimento do disposto no art. 14, § 1º, III da Lei nº 14113/2020"
PR,RANCHO ALEGRE DOESTE,4121356,"Não cumprimento do disposto no art. 14, § 1º, III da Lei nº 14113/2020"
PR,REALEZA,4121406,"Não cumprimento do disposto no art. 14, § 1º, III da Lei nº 14113/2020"
PR,REBOUCAS,4121505,"Não cumprimento do disposto no art. 14, § 1º, III da Lei nº 14113/2020"
PR,RENASCENCA,4121604,"Não cumprimento do disposto no art. 14, § 1º, III da Lei nº 14113/2020"
PR,RESERVA,4121703,"Não cumprimento do disposto no art. 14, § 1º, III da Lei nº 14113/2020"
PR,RIBEIRAO CLARO,4121802,"Não cumprimento do disposto no art. 14, § 1º, III da Lei nº 14113/2020"
PR,RIO BOM,4122107,"Não cumprimento do disposto no art. 14, § 1º, III da Lei nº 14113/2020"
PR,RIO BRANCO DO IVAI,4122172,"Não cumprimento do disposto no art. 14, § 1º, III da Lei nº 14113/2020"
PR,ROLANDIA,4122404,"Não cumprimento do disposto no art. 14, § 1º, III da Lei nº 14113/2020"
PR,ROSARIO DO IVAI,4122651,"Não cumprimento do disposto no art. 14, § 1º, III da Lei nº 14113/2020"
PR,SALGADO FILHO,4122800,"Não cumprimento do disposto no art. 14, § 1º, III da Lei nº 14113/2020"
PR,SALTO DO ITARARE,4122909,"Não cumprimento do disposto no art. 14, § 1º, III da Lei nº 14113/2020"
PR,SANTA AMELIA,4123105,"Não cumprimento do disposto no art. 14, § 1º, III da Lei nº 14113/2020"
PR,SANTA CECILIA DO PAVAO,4123204,"Não cumprimento do disposto no art. 14, § 1º, I e V da Lei nº 14113/2020"
PR,SANTA FE,4123402,"Não cumprimento do disposto no art. 14, § 1º, I da Lei nº 14113/2020"
PR,SANTA HELENA,4123501,"Não cumprimento do disposto no art. 14, § 1º, III da Lei nº 14113/2020"
PR,SANTA ISABEL DO IVAI,4123709,"Não cumprimento do disposto no art. 14, § 1º, III da Lei nº 14113/2020"
PR,SANTA IZABEL DO OESTE,4123808,"Não cumprimento do disposto no art. 14, § 1º, III da Lei nº 14113/2020"
PR,SANTA MONICA,4123956,"Não cumprimento do disposto no art. 14, § 1º, III da Lei nº 14113/2020"
PR,SANTA TEREZA DO OESTE,4124020,Não apresentou melhoria em nenhum dos indicadores de atendimento e de melhoria da aprendizagem com redução das desigualdades.
PR,SANTO ANTONIO DA PLATINA,4124103,"Não cumprimento do disposto no art. 14, § 1º, III da Lei nº 14113/2020"
PR,SANTO INACIO,4124509,"Não cumprimento do disposto no art. 14, § 1º, I da Lei nº 14113/2020"
PR,SAO JERONIMO DA SERRA,4124707,"Não cumprimento do disposto no art. 14, § 1º, III da Lei nº 14113/2020"
PR,SAO JOAO DO IVAI,4125001,"Não cumprimento do disposto no art. 14, § 1º, III da Lei nº 14113/2020"
PR,SAO JOAO DO TRIUNFO,4125100,"Não cumprimento do disposto no art. 14, § 1º, III da Lei nº 14113/2020"
PR,SAO JOSE DA BOA VISTA,4125407,Não apresentou melhoria em nenhum dos indicadores de atendimento e de melhoria da aprendizagem com redução das desigualdades.
PR,SAO JOSE DOS PINHAIS,4125506,"Não cumprimento do disposto no art. 14, § 1º, III da Lei nº 14113/2020"
PR,SAO MIGUEL DO IGUACU,4125704,"Não cumprimento do disposto no art. 14, § 1º, III da Lei nº 14113/2020"
PR,SAO PEDRO DO IVAI,4125803,"Não cumprimento do disposto no art. 14, § 1º, III da Lei nº 14113/2020"
PR,SARANDI,4126256,"Não cumprimento do disposto no art. 14, § 1º, III da Lei nº 14113/2020"
PR,SERTANEJA,4126405,Não apresentou melhoria em nenhum dos indicadores de atendimento e de melhoria da aprendizagem com redução das desigualdades.
PR,SERTANOPOLIS,4126504,Não apresentou melhoria em nenhum dos indicadores de atendimento e de melhoria da aprendizagem com redução das desigualdades.
PR,SIQUEIRA CAMPOS,4126603,"Não cumprimento do disposto no art. 14, § 1º, III da Lei nº 14113/2020"
PR,TAMARANA,4126678,"Não cumprimento do disposto no art. 14, § 1º, III da Lei nº 14113/2020"
PR,TAMBOARA,4126702,"Não cumprimento do disposto no art. 14, § 1º, III da Lei nº 14113/2020"
PR,TELEMACO BORBA,4127106,"Não cumprimento do disposto no art. 14, § 1º, III da Lei nº 14113/2020"
PR,TERRA RICA,4127304,"Não cumprimento do disposto no art. 14, § 1º, III da Lei nº 14113/2020"
PR,TIBAGI,4127502,"Não cumprimento do disposto no art. 14, § 1º, III da Lei nº 14113/2020"
PR,TIJUCAS DO SUL,4127601,"Não cumprimento do disposto no art. 14, § 1º, III da Lei nº 14113/2020"
PR,TOLEDO,4127700,"Não cumprimento do disposto no art. 14, § 1º, III da Lei nº 14113/2020"
PR,TOMAZINA,4127809,"Não cumprimento do disposto no art. 14, § 1º, III da Lei nº 14113/2020"
PR,TRES BARRAS DO PARANA,4127858,"Não cumprimento do disposto no art. 14, § 1º, III da Lei nº 14113/2020"
PR,UBIRATA,4128005,"Não cumprimento do disposto no art. 14, § 1º, III da Lei nº 14113/2020"
PR,UMUARAMA,4128104,"Não cumprimento do disposto no art. 14, § 1º, III da Lei nº 14113/2020"
PR,UNIAO DA VITORIA,4128203,"Não cumprimento do disposto no art. 14, § 1º, V da Lei nº 14113/2020"
PR,UNIFLOR,4128302,"Não cumprimento do disposto no art. 14, § 1º, III da Lei nº 14113/2020"
PR,VITORINO,4128708,"Não cumprimento do disposto no art. 14, § 1º, III da Lei nº 14113/2020"
PR,WENCESLAU BRAZ,4128500,"Não cumprimento do disposto no art. 14, § 1º, III da Lei nº 14113/2020"
PR,XAMBRE,4128807,"Não cumprimento do disposto no art. 14, § 1º, I e III da Lei nº 14113/2020"
RJ,ANGRA DOS REIS,3300100,"Não cumprimento do disposto no art. 14, § 1º, III da Lei nº 14113/2020"
RJ,APERIBE,3300159,"Não cumprimento do disposto no art. 14, § 1º, III da Lei nº 14113/2020"
RJ,AREAL,3300225,Não apresentou melhoria em nenhum dos indicadores de atendimento e de melhoria da aprendizagem com redução das desigualdades.
RJ,ARMACAO DOS BUZIOS,3300233,"Não cumprimento do disposto no art. 14, § 1º, II e III da Lei nº 14113/2020"
RJ,ARRAIAL DO CABO,3300258,"Não cumprimento do disposto no art. 14, § 1º, III da Lei nº 14113/2020"
RJ,BARRA DO PIRAI,3300308,"Não cumprimento do disposto no art. 14, § 1º, III da Lei nº 14113/2020"
RJ,BOM JARDIM,3300506,"Não cumprimento do disposto no art. 14, § 1º, II e III da Lei nº 14113/2020"
RJ,CABO FRIO,3300704,"Não cumprimento do disposto no art. 14, § 1º, II e III da Lei nº 14113/2020"
RJ,CACHOEIRAS DE MACACU,3300803,"Não cumprimento do disposto no art. 14, § 1º, III da Lei nº 14113/2020"
RJ,CARAPEBUS,3300936,"Não cumprimento do disposto no art. 14, § 1º, III da Lei nº 14113/2020"
RJ,CARDOSO MOREIRA,3301157,"Não cumprimento do disposto no art. 14, § 1º, III da Lei nº 14113/2020"
RJ,CARMO,3301207,"Não cumprimento do disposto no art. 14, § 1º, III da Lei nº 14113/2020"
RJ,CASIMIRO DE ABREU,3301306,"Não cumprimento do disposto no art. 14, § 1º, I da Lei nº 14113/2020"
RJ,COMENDADOR LEVY GASPARIAN,3300951,"Não cumprimento do disposto no art. 14, § 1º, III da Lei nº 14113/2020"
RJ,CONCEICAO DE MACABU,3301405,"Não cumprimento do disposto no art. 14, § 1º, III da Lei nº 14113/2020"
RJ,CORDEIRO,3301504,Não apresentou melhoria em nenhum dos indicadores de atendimento e de melhoria da aprendizagem com redução das desigualdades.
RJ,DUAS BARRAS,3301603,"Não cumprimento do disposto no art. 14, § 1º, III da Lei nº 14113/2020"
RJ,DUQUE DE CAXIAS,3301702,"Não cumprimento do disposto no art. 14, § 1º, II e III da Lei nº 14113/2020"
RJ,ENGENHEIRO PAULO DE FRONTIN,3301801,"Não cumprimento do disposto no art. 14, § 1º, I e V da Lei nº 14113/2020"
RJ,GUAPIMIRIM,3301850,"Não cumprimento do disposto no art. 14, § 1º, I e III da Lei nº 14113/2020"
RJ,ITABORAI,3301900,"Não cumprimento do disposto no art. 14, § 1º, III da Lei nº 14113/2020"
RJ,ITAGUAI,3302007,"Não cumprimento do disposto no art. 14, § 1º, III da Lei nº 14113/2020"
RJ,ITAOCARA,3302106,"Não cumprimento do disposto no art. 14, § 1º, I, II e V da Lei nº 14113/2020"
RJ,ITATIAIA,3302254,"Não cumprimento do disposto no art. 14, § 1º, II e III da Lei nº 14113/2020"
RJ,JAPERI,3302270,"Não cumprimento do disposto no art. 14, § 1º, III da Lei nº 14113/2020"
RJ,MACAE,3302403,"Não cumprimento do disposto no art. 14, § 1º, III da Lei nº 14113/2020"
RJ,MACUCO,3302452,"Não cumprimento do disposto no art. 14, § 1º, I e III da Lei nº 14113/2020"
RJ,MAGE,3302502,"Não cumprimento do disposto no art. 14, § 1º, I e III da Lei nº 14113/2020"
RJ,MANGARATIBA,3302601,"Não cumprimento do disposto no art. 14, § 1º, I, II e III da Lei nº 14113/2020"
RJ,MARICA,3302700,"Não cumprimento do disposto no art. 14, § 1º, III da Lei nº 14113/2020"
RJ,MENDES,3302809,Não apresentou melhoria em nenhum dos indicadores de atendimento e de melhoria da aprendizagem com redução das desigualdades.
RJ,MESQUITA,3302858,"Não cumprimento do disposto no art. 14, § 1º, III da Lei nº 14113/2020"
RJ,MIGUEL PEREIRA,3302908,"Não cumprimento do disposto no art. 14, § 1º, III da Lei nº 14113/2020"
RJ,NITEROI,3303302,"Não cumprimento do disposto no art. 14, § 1º, III da Lei nº 14113/2020"
RJ,NOVA FRIBURGO,3303401,"Não cumprimento do disposto no art. 14, § 1º, III da Lei nº 14113/2020"
RJ,NOVA IGUACU,3303500,"Não cumprimento do disposto no art. 14, § 1º, III da Lei nº 14113/2020"
RJ,PARAIBA DO SUL,3303708,"Não cumprimento do disposto no art. 14, § 1º, III da Lei nº 14113/2020"
RJ,PARATY,3303807,"Não cumprimento do disposto no art. 14, § 1º, II da Lei nº 14113/2020"
RJ,PATY DO ALFERES,3303856,"Não cumprimento do disposto no art. 14, § 1º, I e III da Lei nº 14113/2020"
RJ,PETROPOLIS,3303906,"Não cumprimento do disposto no art. 14, § 1º, I e III da Lei nº 14113/2020"
RJ,PIRAI,3304003,"Não cumprimento do disposto no art. 14, § 1º, III da Lei nº 14113/2020"
RJ,PORCIUNCULA,3304102,"Não cumprimento do disposto no art. 14, § 1º, I, II e V da Lei nº 14113/2020"
RJ,PORTO REAL,3304110,"Não cumprimento do disposto no art. 14, § 1º, III da Lei nº 14113/2020"
RJ,QUATIS,3304128,"Não cumprimento do disposto no art. 14, § 1º, III da Lei nº 14113/2020"
RJ,QUEIMADOS,3304144,"Não cumprimento do disposto no art. 14, § 1º, III da Lei nº 14113/2020"
RJ,QUISSAMA,3304151,"Não cumprimento do disposto no art. 14, § 1º, III da Lei nº 14113/2020"
RJ,RESENDE,3304201,"Não cumprimento do disposto no art. 14, § 1º, III da Lei nº 14113/2020"
RJ,RIO BONITO,3304300,"Não cumprimento do disposto no art. 14, § 1º, III da Lei nº 14113/2020"
RJ,RIO CLARO,3304409,"Não cumprimento do disposto no art. 14, § 1º, III da Lei nº 14113/2020"
RJ,RIO DAS OSTRAS,3304524,"Não cumprimento do disposto no art. 14, § 1º, III da Lei nº 14113/2020"
RJ,RIO DE JANEIRO,3304557,"Não cumprimento do disposto no art. 14, § 1º, III da Lei nº 14113/2020"
RJ,RIO DE JANEIRO,33,"Não cumprimento do disposto no art. 14, § 1º, II e III da Lei nº 14113/2020"
RJ,SANTA MARIA MADALENA,3304607,"Não cumprimento do disposto no art. 14, § 1º, I, II, III e V da Lei nº 14113/2020"
RJ,SANTO ANTONIO DE PADUA,3304706,"Não cumprimento do disposto no art. 14, § 1º, III da Lei nº 14113/2020"
RJ,SAO FRANCISCO DE ITABAPOANA,3304755,"Não cumprimento do disposto no art. 14, § 1º, I e III da Lei nº 14113/2020"
RJ,SAO GONCALO,3304904,"Não cumprimento do disposto no art. 14, § 1º, I, II e III da Lei nº 14113/2020"
RJ,SAO JOAO DA BARRA,3305000,"Não cumprimento do disposto no art. 14, § 1º, I, II e V da Lei nº 14113/2020"
RJ,SAO JOAO DE MERITI,3305109,"Não cumprimento do disposto no art. 14, § 1º, III da Lei nº 14113/2020"
RJ,SAO SEBASTIAO DO ALTO,3305307,"Não cumprimento do disposto no art. 14, § 1º, I da Lei nº 14113/2020"
RJ,SAQUAREMA,3305505,"Não cumprimento do disposto no art. 14, § 1º, III da Lei nº 14113/2020"
RJ,SEROPEDICA,3305554,"Não cumprimento do disposto no art. 14, § 1º, III da Lei nº 14113/2020"
RJ,SUMIDOURO,3305703,"Não cumprimento do disposto no art. 14, § 1º, III da Lei nº 14113/2020"
RJ,TANGUA,3305752,"Não cumprimento do disposto no art. 14, § 1º, III da Lei nº 14113/2020"
